date,race_id,strategy,bet_type,umaban,horse,odds_at_bet,odds_final,ev_at_bet,ev_final,confidence,finish,stake,payout,virtual,retro,feature_ver
20260712,202602011001,S1,win,8,アジーザム,179.4,179.4,2.212,2.212,0.879,10,100,0.0,1,1,1
20260712,202602011001,S1,win,11,ホウオウワイズ,13.6,13.6,1.255,1.255,0.879,11,100,0.0,1,1,1
20260712,202602011001,S1,win,12,サンライズロイ,9.3,9.3,1.049,1.049,0.879,3,100,0.0,1,1,1
20260712,202602011001,S1C,win,8,アジーザム,179.4,179.4,2.212,2.212,0.879,10,100,0.0,1,1,1
20260712,202602011001,S1C,win,11,ホウオウワイズ,13.6,13.6,1.255,1.255,0.879,11,100,0.0,1,1,1
20260712,202602011001,S2,win,6,スイーヴル,2.0,2.0,0.661,0.661,0.879,2,100,0.0,1,1,1
20260712,202602011001,V1,place,6,スイーヴル,,,,,0.879,2,100,110.0,1,1,1
20260712,202602011001,V2,place,6,スイーヴル,,,,,0.879,2,100,110.0,1,1,1
20260712,202602011001,V3,wide,4-6,ビタミンドロップ×スイーヴル,,,,,0.879,1/2,100,180.0,1,1,1
20260712,202602011002,S1,win,1,フィエスタ,16.7,16.7,1.107,1.107,0.857,7,100,0.0,1,1,1
20260712,202602011002,S1,win,8,アルケミラモリス,7.0,7.0,1.194,1.194,0.857,6,100,0.0,1,1,1
20260712,202602011002,S1C,win,1,フィエスタ,16.7,16.7,1.107,1.107,0.857,7,100,0.0,1,1,1
20260712,202602011002,S1C,win,8,アルケミラモリス,7.0,7.0,1.194,1.194,0.857,6,100,0.0,1,1,1
20260712,202602011002,S2,win,9,エアヴァイブス,2.9,2.9,0.508,0.508,0.857,5,100,0.0,1,1,1
20260712,202602011002,S5C,win,8,アルケミラモリス,7.0,7.0,1.194,1.194,0.857,6,100,0.0,1,1,1
20260712,202602011002,V1,place,9,エアヴァイブス,,,,,0.857,5,100,0.0,1,1,1
20260712,202602011002,V3,wide,7-9,ベネディクション×エアヴァイブス,,,,,0.857,1/5,100,0.0,1,1,1
20260712,202602011003,S1C,win,4,ジャストアダッシュ,23.0,23.0,0.927,0.927,0.867,10,100,0.0,1,1,1
20260712,202602011003,S1C,win,10,ホウオウロレンシア,6.4,6.4,0.949,0.949,0.867,12,100,0.0,1,1,1
20260712,202602011003,S2,win,12,ビンバラ,1.5,1.5,0.818,0.818,0.867,1,100,150.0,1,1,1
20260712,202602011003,V1,place,12,ビンバラ,,,,,0.867,1,100,110.0,1,1,1
20260712,202602011003,V2,place,12,ビンバラ,,,,,0.867,1,100,110.0,1,1,1
20260712,202602011003,V3,wide,10-12,ホウオウロレンシア×ビンバラ,,,,,0.867,12/1,100,0.0,1,1,1
20260712,202602011004,S1,win,15,ハルノアメ,6.2,6.2,1.044,1.044,0.862,9,100,0.0,1,1,1
20260712,202602011004,S1C,win,11,アグアフレスカ,26.6,26.6,0.895,0.895,0.862,6,100,0.0,1,1,1
20260712,202602011004,S1C,win,15,ハルノアメ,6.2,6.2,1.044,1.044,0.862,9,100,0.0,1,1,1
20260712,202602011004,S2,win,13,ヴィラジョヴィス,2.4,2.4,0.683,0.683,0.862,14,100,0.0,1,1,1
20260712,202602011004,V1,place,13,ヴィラジョヴィス,,,,,0.862,14,100,0.0,1,1,1
20260712,202602011004,V2,place,13,ヴィラジョヴィス,,,,,0.862,14,100,0.0,1,1,1
20260712,202602011004,V3,wide,4-13,タケルフォーカス×ヴィラジョヴィス,,,,,0.862,1/14,100,0.0,1,1,1
20260712,202602011005,S1,win,7,アルデシンザン,3.6,3.6,1.01,1.01,0.548,9,100,0.0,1,1,1
20260712,202602011005,S1C,win,7,アルデシンザン,3.6,3.6,1.01,1.01,0.548,9,100,0.0,1,1,1
20260712,202602011005,S2,win,7,アルデシンザン,3.6,3.6,1.01,1.01,0.548,9,100,0.0,1,1,1
20260712,202602011005,V1,place,7,アルデシンザン,,,,,0.548,9,100,0.0,1,1,1
20260712,202602011006,S1,win,2,サトノフレイ,3.5,3.5,1.106,1.106,0.873,2,100,0.0,1,1,1
20260712,202602011006,S1C,win,2,サトノフレイ,3.5,3.5,1.106,1.106,0.873,2,100,0.0,1,1,1
20260712,202602011006,S2,win,14,ルージュフィーリア,1.9,1.9,0.672,0.672,0.873,4,100,0.0,1,1,1
20260712,202602011006,V1,place,14,ルージュフィーリア,,,,,0.873,4,100,0.0,1,1,1
20260712,202602011006,V2,place,14,ルージュフィーリア,,,,,0.873,4,100,0.0,1,1,1
20260712,202602011006,V3,wide,2-14,サトノフレイ×ルージュフィーリア,,,,,0.873,2/4,100,0.0,1,1,1
20260712,202602011007,S1,win,3,ウィンターガーデン,111.1,111.1,2.009,2.009,0.877,4,100,0.0,1,1,1
20260712,202602011007,S1,win,6,サウンドルーチェ,34.7,34.7,2.443,2.443,0.877,5,100,0.0,1,1,1
20260712,202602011007,S1C,win,3,ウィンターガーデン,111.1,111.1,2.009,2.009,0.877,4,100,0.0,1,1,1
20260712,202602011007,S1C,win,6,サウンドルーチェ,34.7,34.7,2.443,2.443,0.877,5,100,0.0,1,1,1
20260712,202602011007,S2,win,9,ヒミノエトワール,2.9,2.9,0.618,0.618,0.877,1,100,290.0,1,1,1
20260712,202602011007,V1,place,9,ヒミノエトワール,,,,,0.877,1,100,160.0,1,1,1
20260712,202602011007,V3,wide,2-9,デルマサクラサク×ヒミノエトワール,,,,,0.877,2/1,100,250.0,1,1,1
20260712,202602011008,S1,win,1,ブレイクザアイス,20.0,20.0,1.031,1.031,0.875,7,100,0.0,1,1,1
20260712,202602011008,S1,win,3,シドニーホバート,28.1,28.1,1.33,1.33,0.875,9,100,0.0,1,1,1
20260712,202602011008,S1,win,7,ステイアンビシャス,17.5,17.5,1.381,1.381,0.875,4,100,0.0,1,1,1
20260712,202602011008,S1C,win,1,ブレイクザアイス,20.0,20.0,1.031,1.031,0.875,7,100,0.0,1,1,1
20260712,202602011008,S1C,win,3,シドニーホバート,28.1,28.1,1.33,1.33,0.875,9,100,0.0,1,1,1
20260712,202602011008,S1C,win,7,ステイアンビシャス,17.5,17.5,1.381,1.381,0.875,4,100,0.0,1,1,1
20260712,202602011008,S2,win,2,シャローファースト,2.8,2.8,0.742,0.742,0.875,1,100,280.0,1,1,1
20260712,202602011008,V1,place,2,シャローファースト,,,,,0.875,1,100,170.0,1,1,1
20260712,202602011008,V2,place,2,シャローファースト,,,,,0.875,1,100,170.0,1,1,1
20260712,202602011008,V3,wide,2-10,シャローファースト×ハイドパーク,,,,,0.875,1/11,100,0.0,1,1,1
20260712,202602011009,S1,win,3,バルティカ,19.5,19.5,1.104,1.104,0.892,9,100,0.0,1,1,1
20260712,202602011009,S1,win,5,テルヒコウ,3.7,3.7,1.042,1.042,0.892,2,100,0.0,1,1,1
20260712,202602011009,S1C,win,3,バルティカ,19.5,19.5,1.104,1.104,0.892,9,100,0.0,1,1,1
20260712,202602011009,S1C,win,5,テルヒコウ,3.7,3.7,1.042,1.042,0.892,2,100,0.0,1,1,1
20260712,202602011009,S2,win,10,コッツォリーノ,3.4,3.4,0.749,0.749,0.892,14,100,0.0,1,1,1
20260712,202602011009,V1,place,10,コッツォリーノ,,,,,0.892,14,100,0.0,1,1,1
20260712,202602011009,V3,wide,5-10,テルヒコウ×コッツォリーノ,,,,,0.892,2/14,100,0.0,1,1,1
20260712,202602011010,S1,win,5,ヒットミー,18.4,18.4,1.047,1.047,0.876,2,100,0.0,1,1,1
20260712,202602011010,S1,win,8,ビーマックス,25.9,25.9,1.221,1.221,0.876,3,100,0.0,1,1,1
20260712,202602011010,S1,win,10,ストリンジェンド,69.2,69.2,1.125,1.125,0.876,9,100,0.0,1,1,1
20260712,202602011010,S1C,win,5,ヒットミー,18.4,18.4,1.047,1.047,0.876,2,100,0.0,1,1,1
20260712,202602011010,S1C,win,8,ビーマックス,25.9,25.9,1.221,1.221,0.876,3,100,0.0,1,1,1
20260712,202602011010,S2,win,9,マメタンク,2.8,2.8,0.722,0.722,0.876,5,100,0.0,1,1,1
20260712,202602011010,V1,place,9,マメタンク,,,,,0.876,5,100,0.0,1,1,1
20260712,202602011010,V2,place,9,マメタンク,,,,,0.876,5,100,0.0,1,1,1
20260712,202602011010,V3,wide,4-9,エコロレバン×マメタンク,,,,,0.876,12/5,100,0.0,1,1,1
20260712,202602011011,S1,win,9,レディネス,7.5,7.5,1.2,1.2,0.901,10,100,0.0,1,1,1
20260712,202602011011,S1,win,13,ウインシュクラン,106.9,106.9,1.702,1.702,0.901,13,100,0.0,1,1,1
20260712,202602011011,S1C,win,3,タシット,24.4,24.4,0.997,0.997,0.901,7,100,0.0,1,1,1
20260712,202602011011,S1C,win,7,エエヤン,157.1,157.1,0.976,0.976,0.901,12,100,0.0,1,1,1
20260712,202602011011,S1C,win,9,レディネス,7.5,7.5,1.2,1.2,0.901,10,100,0.0,1,1,1
20260712,202602011011,S1C,win,13,ウインシュクラン,106.9,106.9,1.702,1.702,0.901,13,100,0.0,1,1,1
20260712,202602011011,S2,win,5,キョウエイブリッサ,5.9,5.9,0.877,0.877,0.901,5,100,0.0,1,1,1
20260712,202602011011,S3,win,9,レディネス,7.5,7.5,1.2,1.2,0.901,10,100,0.0,1,1,1
20260712,202602011011,S5C,win,9,レディネス,7.5,7.5,1.2,1.2,0.901,10,100,0.0,1,1,1
20260712,202602011011,V1,place,5,キョウエイブリッサ,,,,,0.901,5,100,0.0,1,1,1
20260712,202602011011,V3,wide,4-5,シルトホルン×キョウエイブリッサ,,,,,0.901,3/5,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,9-2-4,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,9-4-2,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,2-9-4,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,4-9-2,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,2-4-9,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,4-2-9,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,9-2-5,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,9-4-5,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,2-9-5,,,,,,,,100,0.0,1,1,1
20260712,202602011011,V4,trifecta,4-9-5,,,,,,,,100,0.0,1,1,1
20260712,202602011012,S1,win,1,ナンナンプー,35.1,35.1,1.113,1.113,0.866,4,100,0.0,1,1,1
20260712,202602011012,S1,win,5,サンポーニャ,7.8,7.8,1.117,1.117,0.866,1,100,780.0,1,1,1
20260712,202602011012,S1C,win,1,ナンナンプー,35.1,35.1,1.113,1.113,0.866,4,100,0.0,1,1,1
20260712,202602011012,S1C,win,5,サンポーニャ,7.8,7.8,1.117,1.117,0.866,1,100,780.0,1,1,1
20260712,202602011012,S2,win,7,ハッピーラッキー,1.8,1.8,0.632,0.632,0.866,6,100,0.0,1,1,1
20260712,202602011012,V1,place,7,ハッピーラッキー,,,,,0.866,6,100,0.0,1,1,1
20260712,202602011012,V2,place,7,ハッピーラッキー,,,,,0.866,6,100,0.0,1,1,1
20260712,202602011012,V3,wide,3-7,シャルトル×ハッピーラッキー,,,,,0.866,7/6,100,0.0,1,1,1
20260718,202602011101,S1,win,5,レインボースター,54.7,54.7,1.16,1.16,0.832,7,100,0.0,1,1,1
20260718,202602011101,S1,win,8,ガーシュウィン,79.3,79.3,1.311,1.311,0.832,4,100,0.0,1,1,1
20260718,202602011101,S2,win,2,ロジクラウン,1.2,1.2,0.779,0.779,0.832,1,100,120.0,1,1,1
20260718,202602011101,V1,place,2,ロジクラウン,,,,,0.832,1,100,100.0,1,1,1
20260718,202602011101,V2,place,2,ロジクラウン,,,,,0.832,1,100,100.0,1,1,1
20260718,202602011101,V3,wide,2-6,ロジクラウン×イッペイ,,,,,0.832,1/2,100,110.0,1,1,1
20260718,202602011102,S1,win,6,メメボス,20.7,13.6,1.251,0.822,0.862,8,100,0.0,1,1,1
20260718,202602011102,S1C,win,1,レディリリス,23.3,23.6,0.881,0.892,0.862,12,100,0.0,1,1,1
20260718,202602011102,S1C,win,3,ジェッディンデデン,23.1,26.7,0.912,1.054,0.862,7,100,0.0,1,1,1
20260718,202602011102,S1C,win,6,メメボス,20.7,13.6,1.251,0.822,0.862,8,100,0.0,1,1,1
20260718,202602011102,S2,win,7,ドリームガッサン,2.1,2.3,0.758,0.831,0.862,2,100,0.0,1,1,1
20260718,202602011102,V1,place,7,ドリームガッサン,,,,,0.862,2,100,150.0,1,1,1
20260718,202602011102,V2,place,7,ドリームガッサン,,,,,0.862,2,100,150.0,1,1,1
20260718,202602011102,V3,wide,7-11,ドリームガッサン×マーマレードスカイ,,,,,0.862,2/10,100,0.0,1,1,1
20260718,202602011103,S1,win,1,ジャストグレース,18.9,19.7,1.02,1.063,0.879,8,100,0.0,1,1,1
20260718,202602011103,S1,win,6,リベンジャー,15.7,30.2,1.1,2.116,0.879,12,100,0.0,1,1,1
20260718,202602011103,S1,win,12,エースオブゴールド,36.8,121.0,1.011,3.324,0.879,9,100,0.0,1,1,1
20260718,202602011103,S1C,win,1,ジャストグレース,18.9,19.7,1.02,1.063,0.879,8,100,0.0,1,1,1
20260718,202602011103,S1C,win,6,リベンジャー,15.7,30.2,1.1,2.116,0.879,12,100,0.0,1,1,1
20260718,202602011103,S1C,win,12,エースオブゴールド,36.8,121.0,1.011,3.324,0.879,9,100,0.0,1,1,1
20260718,202602011103,S2,win,11,ポップアップ,3.9,3.1,0.83,0.66,0.879,3,100,0.0,1,1,1
20260718,202602011103,V1,place,11,ポップアップ,,,,,0.879,3,100,130.0,1,1,1
20260718,202602011103,V3,wide,2-11,ザンテソーロ×ポップアップ,,,,,0.879,4/3,100,0.0,1,1,1
20260718,202602011104,S1C,win,2,イズントイット,27.0,17.2,0.991,0.632,0.875,6,100,0.0,1,1,1
20260718,202602011104,S1C,win,15,ココソラーレ,15.1,15.1,0.863,0.863,0.875,4,100,0.0,1,1,1
20260718,202602011104,S2,win,1,ニシノオールワン,3.9,3.7,0.835,0.792,0.875,7,100,0.0,1,1,1
20260718,202602011104,V1,place,1,ニシノオールワン,,,,,0.875,7,100,0.0,1,1,1
20260718,202602011104,V3,wide,1-8,ニシノオールワン×ホウオウザロイヤル,,,,,0.875,7/1,100,0.0,1,1,1
20260718,202602011105,S1,win,2,バンダムソレール,19.6,24.4,1.303,1.622,0.877,2,100,0.0,1,1,1
20260718,202602011105,S1,win,8,ホウオウライセンス,16.7,24.5,1.05,1.541,0.877,1,100,2450.0,1,1,1
20260718,202602011105,S1,win,13,レースクイーン,18.7,20.8,1.152,1.281,0.877,9,100,0.0,1,1,1
20260718,202602011105,S1C,win,2,バンダムソレール,19.6,24.4,1.303,1.622,0.877,2,100,0.0,1,1,1
20260718,202602011105,S1C,win,8,ホウオウライセンス,16.7,24.5,1.05,1.541,0.877,1,100,2450.0,1,1,1
20260718,202602011105,S1C,win,13,レースクイーン,18.7,20.8,1.152,1.281,0.877,9,100,0.0,1,1,1
20260718,202602011105,S2,win,14,メイショウセンドウ,4.1,4.8,0.844,0.988,0.877,7,100,0.0,1,1,1
20260718,202602011105,V1,place,14,メイショウセンドウ,,,,,0.877,7,100,0.0,1,1,1
20260718,202602011105,V3,wide,3-14,チャーチルデュース×メイショウセンドウ,,,,,0.877,11/7,100,0.0,1,1,1
20260718,202602011106,S1,win,1,ファインブライト,17.0,75.1,1.37,6.051,0.888,10,100,0.0,1,1,1
20260718,202602011106,S1,win,6,コスモクラシック,20.8,36.2,1.071,1.864,0.888,3,100,0.0,1,1,1
20260718,202602011106,S1,win,7,カリドーラ,19.8,27.2,1.586,2.179,0.888,4,100,0.0,1,1,1
20260718,202602011106,S1,win,8,ホテルストリート,5.6,15.5,1.001,2.772,0.888,8,100,0.0,1,1,1
20260718,202602011106,S1C,win,1,ファインブライト,17.0,75.1,1.37,6.051,0.888,10,100,0.0,1,1,1
20260718,202602011106,S1C,win,6,コスモクラシック,20.8,36.2,1.071,1.864,0.888,3,100,0.0,1,1,1
20260718,202602011106,S1C,win,7,カリドーラ,19.8,27.2,1.586,2.179,0.888,4,100,0.0,1,1,1
20260718,202602011106,S1C,win,8,ホテルストリート,5.6,15.5,1.001,2.772,0.888,8,100,0.0,1,1,1
20260718,202602011106,S1C,win,10,グローリーバローズ,23.2,41.9,0.981,1.773,0.888,5,100,0.0,1,1,1
20260718,202602011106,S2,win,2,トリニタリオ,3.4,2.0,0.635,0.373,0.888,2,100,0.0,1,1,1
20260718,202602011106,V1,place,2,トリニタリオ,,,,,0.888,2,100,110.0,1,1,1
20260718,202602011106,V3,wide,2-12,トリニタリオ×ショウナンマルチ,,,,,0.888,2/1,100,170.0,1,1,1
20260718,202602011107,S1C,win,10,タイセツナヒ,22.3,31.4,0.959,1.351,0.894,7,100,0.0,1,1,1
20260718,202602011107,S2,win,8,パラダイスフェイス,4.1,3.1,0.667,0.505,0.894,1,100,310.0,1,1,1
20260718,202602011107,V1,place,8,パラダイスフェイス,,,,,0.894,1,100,140.0,1,1,1
20260718,202602011107,V3,wide,1-8,エンダードラゴン×パラダイスフェイス,,,,,0.894,6/1,100,0.0,1,1,1
20260718,202602011108,S1,win,2,シャインバオバブ,36.4,71.8,1.106,2.182,0.888,9,100,0.0,1,1,1
20260718,202602011108,S1,win,9,ペリプルス,36.2,88.0,1.118,2.718,0.888,8,100,0.0,1,1,1
20260718,202602011108,S1,win,10,メイショウテンク,6.4,7.4,1.08,1.249,0.888,10,100,0.0,1,1,1
20260718,202602011108,S1C,win,2,シャインバオバブ,36.4,71.8,1.106,2.182,0.888,9,100,0.0,1,1,1
20260718,202602011108,S1C,win,9,ペリプルス,36.2,88.0,1.118,2.718,0.888,8,100,0.0,1,1,1
20260718,202602011108,S1C,win,10,メイショウテンク,6.4,7.4,1.08,1.249,0.888,10,100,0.0,1,1,1
20260718,202602011108,S2,win,5,アーレムアレス,1.6,1.4,0.765,0.669,0.888,4,100,0.0,1,1,1
20260718,202602011108,V1,place,5,アーレムアレス,,,,,0.888,4,100,0.0,1,1,1
20260718,202602011108,V2,place,5,アーレムアレス,,,,,0.888,4,100,0.0,1,1,1
20260718,202602011108,V3,wide,5-10,アーレムアレス×メイショウテンク,,,,,0.888,4/10,100,0.0,1,1,1
20260718,202602011109,S1,win,6,ビービーバザーク,23.5,66.3,1.225,3.455,0.894,11,100,0.0,1,1,1
20260718,202602011109,S1,win,9,ウインポセイドン,22.2,44.7,1.194,2.405,0.894,12,100,0.0,1,1,1
20260718,202602011109,S1,win,12,コウギョク,7.5,20.6,1.155,3.172,0.894,6,100,0.0,1,1,1
20260718,202602011109,S1C,win,6,ビービーバザーク,23.5,66.3,1.225,3.455,0.894,11,100,0.0,1,1,1
20260718,202602011109,S1C,win,9,ウインポセイドン,22.2,44.7,1.194,2.405,0.894,12,100,0.0,1,1,1
20260718,202602011109,S1C,win,12,コウギョク,7.5,20.6,1.155,3.172,0.894,6,100,0.0,1,1,1
20260718,202602011109,S2,win,2,アドミラルシップ,4.9,9.9,0.627,1.267,0.894,4,100,0.0,1,1,1
20260718,202602011109,V1,place,2,アドミラルシップ,,,,,0.894,4,100,0.0,1,1,1
20260718,202602011109,V3,wide,2-5,アドミラルシップ×ドッグウッド,,,,,0.894,4/1,100,0.0,1,1,1
20260718,202602011110,S1,win,2,ストリンジェンド,23.9,124.0,1.118,5.8,0.876,10,100,0.0,1,1,1
20260718,202602011110,S1,win,9,エクストラバック,14.2,28.8,1.038,2.105,0.876,7,100,0.0,1,1,1
20260718,202602011110,S1C,win,2,ストリンジェンド,23.9,124.0,1.118,5.8,0.876,10,100,0.0,1,1,1
20260718,202602011110,S2,win,4,マナボニート,2.4,1.6,0.663,0.442,0.876,2,100,0.0,1,1,1
20260718,202602011110,V1,place,4,マナボニート,,,,,0.876,2,100,110.0,1,1,1
20260718,202602011110,V2,place,4,マナボニート,,,,,0.876,2,100,110.0,1,1,1
20260718,202602011110,V3,wide,4-10,マナボニート×アパッシメント,,,,,0.876,2/1,100,270.0,1,1,1
20260718,202602011111,S1,win,9,アスクデビューモア,26.1,74.1,1.033,2.933,0.891,11,100,0.0,1,1,1
20260718,202602011111,S1,win,13,マーブルロック,16.9,12.7,1.243,0.934,0.891,12,100,0.0,1,1,1
20260718,202602011111,S1C,win,9,アスクデビューモア,26.1,74.1,1.033,2.933,0.891,11,100,0.0,1,1,1
20260718,202602011111,S1C,win,13,マーブルロック,16.9,12.7,1.243,0.934,0.891,12,100,0.0,1,1,1
20260718,202602011111,S2,win,11,ヒルノハンブルク,6.3,7.1,0.713,0.803,0.891,3,100,0.0,1,1,1
20260718,202602011111,V1,place,11,ヒルノハンブルク,,,,,0.891,3,100,180.0,1,1,1
20260718,202602011111,V3,wide,10-11,ウェイワードアクト×ヒルノハンブルク,,,,,0.891,1/3,100,580.0,1,1,1
20260718,202602011111,V4,trifecta,10-5-7,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,10-5-11,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,10-7-5,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,10-11-5,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,5-10-7,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,5-10-11,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,7-10-5,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,11-10-5,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,5-7-10,,,,,,,,100,0.0,1,1,1
20260718,202602011111,V4,trifecta,5-11-10,,,,,,,,100,0.0,1,1,1
20260718,202602011112,S1,win,9,エコロハート,19.4,18.4,1.362,1.292,0.874,5,100,0.0,1,1,1
20260718,202602011112,S1,win,10,ランプローグ,7.6,6.5,1.028,0.879,0.874,7,100,0.0,1,1,1
20260718,202602011112,S1,win,11,メラヴィリオーザ,37.4,124.1,1.261,4.185,0.874,6,100,0.0,1,1,1
20260718,202602011112,S1C,win,9,エコロハート,19.4,18.4,1.362,1.292,0.874,5,100,0.0,1,1,1
20260718,202602011112,S1C,win,10,ランプローグ,7.6,6.5,1.028,0.879,0.874,7,100,0.0,1,1,1
20260718,202602011112,S1C,win,11,メラヴィリオーザ,37.4,124.1,1.261,4.185,0.874,6,100,0.0,1,1,1
20260718,202602011112,S2,win,6,バレンタインビスタ,5.5,3.5,0.707,0.45,0.874,4,100,0.0,1,1,1
20260718,202602011112,V1,place,6,バレンタインビスタ,,,,,0.874,4,100,0.0,1,1,1
20260718,202602011112,V3,wide,5-6,メイショウハッケイ×バレンタインビスタ,,,,,0.874,10/4,100,0.0,1,1,1
20260718,202603020701,S2,win,4,サリードゥ,1.5,1.5,0.498,0.498,0.854,6,100,0.0,1,1,1
20260718,202603020701,V1,place,4,サリードゥ,,,,,0.854,6,100,0.0,1,1,1
20260718,202603020701,V2,place,4,サリードゥ,,,,,0.854,6,100,0.0,1,1,1
20260718,202603020701,V3,wide,4-7,サリードゥ×ピリナカピリナ,,,,,0.854,6/除外,0,0.0,1,1,1
20260718,202603020702,S2,win,1,サノノキセキ,2.9,2.7,0.869,0.809,0.858,3,100,0.0,1,1,1
20260718,202603020702,V1,place,1,サノノキセキ,,,,,0.858,3,100,110.0,1,1,1
20260718,202603020702,V2,place,1,サノノキセキ,,,,,0.858,3,100,110.0,1,1,1
20260718,202603020702,V3,wide,1-2,サノノキセキ×ビップヴィーナス,,,,,0.858,3/1,100,120.0,1,1,1
20260718,202603020703,S1,win,3,エクスペクタント,26.9,53.5,1.207,2.4,0.871,4,100,0.0,1,1,1
20260718,202603020703,S1C,win,3,エクスペクタント,26.9,53.5,1.207,2.4,0.871,4,100,0.0,1,1,1
20260718,202603020703,S2,win,13,ゲンテン,3.0,3.7,0.79,0.974,0.871,1,100,370.0,1,1,1
20260718,202603020703,V1,place,13,ゲンテン,,,,,0.871,1,100,140.0,1,1,1
20260718,202603020703,V2,place,13,ゲンテン,,,,,0.871,1,100,140.0,1,1,1
20260718,202603020703,V3,wide,9-13,ハングローズ×ゲンテン,,,,,0.871,3/1,100,290.0,1,1,1
20260718,202603020704,S1,win,1,エメラルファイン,49.7,242.2,1.007,4.907,0.879,13,100,0.0,1,1,1
20260718,202603020704,S1,win,9,エンジェルサン,14.4,21.0,1.135,1.655,0.879,3,100,0.0,1,1,1
20260718,202603020704,S1,win,13,スラッシュコード,14.9,45.4,1.347,4.105,0.879,8,100,0.0,1,1,1
20260718,202603020704,S1,win,16,ココニーナ,169.0,620.2,1.21,4.442,0.879,16,100,0.0,1,1,1
20260718,202603020704,S1C,win,9,エンジェルサン,14.4,21.0,1.135,1.655,0.879,3,100,0.0,1,1,1
20260718,202603020704,S1C,win,13,スラッシュコード,14.9,45.4,1.347,4.105,0.879,8,100,0.0,1,1,1
20260718,202603020704,S1C,win,16,ココニーナ,169.0,620.2,1.21,4.442,0.879,16,100,0.0,1,1,1
20260718,202603020704,S2,win,2,ダイユウルミナス,5.9,6.1,0.882,0.912,0.879,10,100,0.0,1,1,1
20260718,202603020704,V1,place,2,ダイユウルミナス,,,,,0.879,10,100,0.0,1,1,1
20260718,202603020704,V3,wide,2-10,ダイユウルミナス×ウインドオブヘヴン,,,,,0.879,10/6,100,0.0,1,1,1
20260718,202603020705,S2,win,2,シルクドマルス,2.6,2.7,0.827,0.859,0.547,1,100,270.0,1,1,1
20260718,202603020705,V1,place,2,シルクドマルス,,,,,0.547,1,100,140.0,1,1,1
20260718,202603020706,S1,win,2,スクイーズアウト,14.8,17.9,1.596,1.93,0.89,1,100,1789.9999999999998,1,1,1
20260718,202603020706,S1,win,7,コパノミラノ,33.9,38.0,1.014,1.137,0.89,4,100,0.0,1,1,1
20260718,202603020706,S1,win,11,オーパパ,37.6,120.5,1.411,4.523,0.89,11,100,0.0,1,1,1
20260718,202603020706,S1,win,15,アラビアンドリーム,6.5,5.6,1.056,0.91,0.89,2,100,0.0,1,1,1
20260718,202603020706,S1C,win,2,スクイーズアウト,14.8,17.9,1.596,1.93,0.89,1,100,1789.9999999999998,1,1,1
20260718,202603020706,S1C,win,7,コパノミラノ,33.9,38.0,1.014,1.137,0.89,4,100,0.0,1,1,1
20260718,202603020706,S1C,win,11,オーパパ,37.6,120.5,1.411,4.523,0.89,11,100,0.0,1,1,1
20260718,202603020706,S1C,win,15,アラビアンドリーム,6.5,5.6,1.056,0.91,0.89,2,100,0.0,1,1,1
20260718,202603020706,S2,win,12,アデルフィー,3.4,3.3,0.656,0.636,0.89,10,100,0.0,1,1,1
20260718,202603020706,S3,win,2,スクイーズアウト,14.8,17.9,1.596,1.93,0.89,1,100,1789.9999999999998,1,1,1
20260718,202603020706,S5C,win,2,スクイーズアウト,14.8,17.9,1.596,1.93,0.89,1,100,1789.9999999999998,1,1,1
20260718,202603020706,V1,place,12,アデルフィー,,,,,0.89,10,100,0.0,1,1,1
20260718,202603020706,V3,wide,1-12,テンオンスゴールド×アデルフィー,,,,,0.89,6/10,100,0.0,1,1,1
20260718,202603020707,S1,win,2,タッカーヴァンバン,47.4,56.9,1.292,1.551,0.888,10,100,0.0,1,1,1
20260718,202603020707,S1,win,5,マイネルオラクル,14.3,23.4,1.29,2.112,0.888,6,100,0.0,1,1,1
20260718,202603020707,S1,win,13,マイネルリーヒム,13.6,52.3,1.199,4.612,0.888,2,100,0.0,1,1,1
20260718,202603020707,S1,win,15,シーサンタナ,20.4,32.3,1.283,2.031,0.888,13,100,0.0,1,1,1
20260718,202603020707,S1C,win,2,タッカーヴァンバン,47.4,56.9,1.292,1.551,0.888,10,100,0.0,1,1,1
